,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,0.5497546120782354,0.8561621034375987,0.6435930003382995,0.4700103605748011,0.5586686318398305,0.14307903773571606,0.06251301761559822,0.06246298162953965,0.06419703161797649,0.10377493232102383,0.0003583853221612634,0.0010576064060065378,0.0020227618768582497,9.401671894044276e-06,0.0003120671825513966,0.0008450511389924808,0.00039091048587211057,7.88108847630642e-05,2.4377236288668723e-07,3.426015321296613e-05,3.7900738374997793e-06,1.1512011854624987e-06,4.350336087339016e-08,2.680156473550396e-08,4.729493522892953e-06
1,0.5724025935412038,0.4933344632899136,0.5274527850681585,0.518189594963949,0.3189274796549262,0.20068041994774538,0.1345295389993133,0.022137294816369314,0.02083313396974514,0.0005178861637217928,3.102373737769869e-05,0.0005191893962871655,2.475968840248537e-05,1.7759353739170982e-05,5.130390588184018e-05,4.4561939983092427e-07,1.4951608469500912e-06,5.588173176170334e-07,1.688446970799976e-06,1.275322645086646e-07,6.368697903117705e-09,1.0171661325899821e-07,4.779303211269551e-08,6.537231587988726e-09,6.173007809398981e-07
2,0.7000959763887404,0.803419221046684,0.8185038370862836,0.4553297593303469,0.5409020496951926,0.5686511078628166,0.12077971918153932,0.1981344243669239,0.10366455005783803,0.013451027631957584,0.021915466194877442,0.0012088103287424495,0.0006460874327889123,5.57771093063702e-05,0.0006370259477809076,0.00016748418469943795,8.068161351194797e-06,5.8404228323827215e-06,7.793328010262703e-07,1.0754251221896564e-06,5.838280835489069e-07,1.17282080364783e-07,1.9504750820742694e-08,1.0395344629375776e-07,2.6532095727500924e-08
3,0.09974383366884301,0.1012849481832863,0.10617901644041808,0.280341285454763,0.49619628344105465,0.6608813533464812,0.615954226710375,0.5536853499425886,0.32488757601638885,0.3214758989770841,0.2487557261462252,0.04034137849384874,0.013580489148109021,0.04129130486275648,0.0058283668947732665,0.0020461944715308433,0.003667425229757186,0.00031850634900380456,5.9642663019343225e-06,1.1473495720672399e-05,9.139606832184207e-06,2.939489882270475e-06,1.3515125329809974e-06,5.229014742681961e-06,5.079527579331232e-06
4,0.1301144258520091,0.15268201253891728,0.31196730199414885,0.49860278316513096,0.48492010738292823,0.40986490004952625,0.6486699797163089,0.5708350974572529,0.4306869325216846,0.21797047134792696,0.13544817965866796,0.068714502098884,0.009702099889382918,0.005541416121999307,0.00028059521495765315,0.0005827359196193031,1.2125410815275088e-05,0.004860874559889999,9.346281163894471e-05,5.7161609626704265e-05,1.373399536465254e-07,3.281064893782985e-06,2.6211061919138386e-08,2.69350355805562e-07,1.1708138704579e-08
5,0.27335062138541205,0.4266510595762041,0.3306370962260745,0.695277410717115,0.33152066826916754,0.6345378838915178,0.5643388751093845,0.2728340659629347,0.40774545894851777,0.3017495574498207,0.1408660012823145,0.025227821343990743,0.024946591244513077,0.02989212303593134,0.0064937600397034015,0.000610990806958405,0.0019326437808982646,0.0009978678833592873,0.001622442917774538,0.0018028617888494844,6.046396263926239e-06,1.6125762754777974e-05,1.9300409704242258e-06,1.667531348682775e-07,3.867832832718023e-07
6,0.23194352408019694,0.21510570597899034,0.37266601060633964,0.5792656548705717,0.3171504315577041,0.424999372606084,0.7947744412966304,0.5174866806803499,0.32476755269090224,0.27043642544328683,0.17926703684847445,0.037975034647974706,0.03924367506817224,0.003205572454000421,0.008263533881304323,0.003936207276593931,0.0012917618990149235,0.00019556938002494124,2.9378783220053563e-05,2.9427927236623604e-05,2.9770350751448563e-07,4.2076896995575946e-06,1.5907403277201708e-07,6.508332925512927e-07,6.16889626819088e-08
7,0.20097966602092301,0.21115814822975398,0.18452588673311882,0.19585282083662497,0.2901939704881658,0.47775736940401875,0.5628452093463918,0.4045042160220672,0.12805887015310596,0.19328105083988908,0.1657811853131297,0.15149433825824937,0.023491144837041462,0.0031967640924579245,0.18600823613340683,0.005902959988188942,0.004618673700923647,0.0007031222092368299,0.00028126064999386025,3.418841306910915e-05,2.8929765553322e-06,5.465115614328848e-06,1.0414510453300547e-06,6.930370931913813e-07,1.7481174074440546e-08
8,0.1932937401975624,0.02255481468007923,0.1057121915057064,0.16467202707927062,0.2603394796290667,0.28480973525053976,0.2460291311558324,0.5385427112066808,0.4334770458121506,0.7847706457426391,0.17258223194102235,0.24956648160103007,0.2706514941671834,0.1525441673428693,0.02981717996533283,0.007219670875111726,0.00017357957654659477,0.002505519938970676,4.784548406189936e-05,2.9982789004059057e-06,2.7875606349641148e-05,3.4811487622084505e-05,1.564598808069049e-06,1.7625455083660186e-06,2.8278264312143435e-07
9,0.0001311900009051689,0.0001635254998402531,0.05820885398408199,0.07680859639778918,0.02300116171951791,0.08724372610631995,0.19144566667871393,0.2966386800232971,0.19173264422171163,0.17966975114498432,0.5631269486905358,0.24415484508189297,0.25802563058229067,0.44973950814820735,0.1745270557824385,0.08649167546773699,0.18748842838158788,0.19148000899524892,0.04310808702492062,0.1282833025287696,0.03500595167340907,0.017934693040663578,0.008044717178201601,0.0014194209250639178,0.0011609805527953503
