0,48734177215189867; 0,2506679981646922
0,5886075949367088; 0,356198213273597
0,6835443037974683; 0,5257617878059975
0,7974683544303797; 0,7590888235135367
0,911392405063291; 0,9924158592210741
1,0379746835443036; 1,3108957922863098
1,1645569620253164; 1,7146635718334196
1,2848101265822782; 2,1611427491835578
1,4113924050632911; 2,671520336833014
1,531645569620253; 3,181965399044561
1,6329113924050627; 3,7352568081833155
1,721518987341772; 4,267361204825781
1,721518987341772; 4,267361204825781
1,8037974683544302; 4,778211114409868
1,8734177215189871; 5,267874011497665
1,9303797468354427; 5,693705972848236
1,9746835443037973; 6,05570699846158
2,0063291139240502; 6,353877088337696
2,031645569620253; 6,545504844673558
2,0443037974683542; 6,694623626892661
0,4177215189873418; 0,16612237186580714
0,34810126582278467; 0,12422066880785998
0,2784810126582278; 0,0823189657499146
0,2215189873417721; 0,08292623680872424
0,18354430379746833; 0,06200912256079505
